chr1	186157349	186164563	185597952	4.740615409448215e-06	1.2599052005235478e-05	2.8993245757336084e-05
chr1	186157349	186164563	186122240	4.305976536461568e-06	1.2427479733401192e-05	1.7558836483355655e-05
chr15	23366287	23377945	22544384	1.737808893825562e-05	5.399293367269742e-05	6.610107438798085e-05
chr15	23366287	23377945	23068672	4.190906871384607e-05	9.588398991844382e-05	0.00012441761474812907
chr16	32849572	32851520	31981568	6.79927919510305e-06	0.00012817335771098115	0.0004420745278038707
chr17	46814539	46840713	46137344	0.00010730884183312088	0.0061522170416417055	0.006209674505069818
chr17	46814539	46840713	46661632	6.401173892209155e-05	0.0033212833846179013	0.004603583837287317
chr22	2567029	2568688	1572864	1.3618205149396112e-06	8.136377492862223e-06	8.837494694380332e-06
chr22	2567029	2568688	2097152	1.1632729008100338e-05	4.795859734596508e-05	5.5876396937604156e-05
chr2A	7919559	7923467	7340032	1.2721984735071237e-05	0.0002801777531460381	0.0003373364301041404
chr2A	7919559	7923467	7864320	5.329098849617735e-06	1.9237008090589036e-05	9.911329135336988e-05
chr2B	8082152	8388608	7340032	0.12458442672604503	0.24053831602855325	0.26714014360401106
chr2B	8082152	8912896	7864320	0.26645159184532935	1.1478318189374013	1.0161205887313565
chr2B	8388608	9437184	8388608	0.006779633492038435	0.3696018024434544	0.38471677984702946
chr2B	8912896	9961472	8912896	0.0026169379437312678	0.10047782709116215	0.14157908306506783
chr2B	9437184	10485760	9437184	0.012501180877456454	0.5510799620400659	0.5126143287543523
chr2B	9961472	11010048	9961472	0.1531003590118104	1.1260709862001723	1.0778149761205755
chr2B	10485760	11534336	10485760	0.06161494546646321	1.2892051966276268	1.3043528276628988
chr2B	11010048	12058624	11010048	0.012281700811814641	0.6795389196264846	0.6211003683835872
chr2B	11534336	12582912	11534336	0.00799122099511397	0.27737671493320826	0.32290945029685625
chr2B	12058624	13107200	12058624	0.028649684769014857	1.2283543225046212	1.1583528308916775
chr2B	12582912	13631488	12582912	0.11448115771127325	0.9273980800328823	0.7960654949863327
chr2B	13107200	14155776	13107200	0.23744414774352973	1.2314328600661932	1.2148118518390902
chr2B	13631488	14680064	13631488	0.23234424997221972	1.2346103791295915	1.1591382763846056
chr2B	14155776	15204352	14155776	0.15445617660649807	1.077949467664226	1.0348296514258437
chr2B	14680064	15728640	14680064	0.03785573022035831	0.5487328491573855	0.5821006949210339
chr2B	15204352	16252928	15204352	0.0035301382972746783	0.21287727857960004	0.22516859565987257
chr2B	18874368	19922944	18874368	0.16304269884231215	1.3268340399869243	1.2794422091956474
chr2B	19398656	20447232	19398656	0.06944368431765174	1.0828254951859657	1.03516062747107
chr2B	19922944	20971520	19922944	0.05393753929116003	0.2233418859333549	0.29277333963939256
chr2B	20447232	21495808	20447232	0.16044961576136874	1.0895394499784838	1.0742885036101426
chr2B	20971520	22020096	20971520	0.10995914197533808	0.26271474482282486	0.2907979501996043
chr2B	21495808	22544384	21495808	0.23975919777461505	1.1686200180522088	1.0878800538777427
chr2B	22020096	23068672	22020096	0.9985241395558108	1.7098271426907055	1.6992919797323205
chr2B	22544384	23592960	22544384	0.45880536034323405	1.3883837307231448	1.3933537061065153
chr2B	23068672	24117248	23068672	0.04051413233631535	1.27183615847736	1.1973442951446658
chr2B	23592960	24641536	23592960	0.5928592592922541	1.3445078734178502	1.2868891688991178
chr2B	24117248	25165824	24117248	0.8038961757954811	1.4934034346174814	1.4191201957577688
chr2B	24641536	25690112	24641536	0.3269940958668796	1.138521644128394	1.0330890074778873
chr2B	25165824	26214400	25165824	0.4929421801673349	1.4327659722249901	1.4274308671224993
chr2B	25690112	26738688	25690112	0.008206477621757973	0.6105003638440439	0.495518927554222
chr2B	26214400	27262976	26214400	0.021372006314365696	0.8834317380697553	0.9413447221591291
chr2B	26738688	27787264	26738688	0.18208150059598058	1.4904187951894876	1.4799908334086538
chr2B	27262976	28311552	27262976	0.060514513244450896	0.9250736603113865	0.7485627110943686
chr2B	27787264	28835840	27787264	0.010337241593898107	0.6639888307069153	0.6889887998111677
chr2B	28311552	29360128	28311552	0.057645013367100144	1.1234069508700932	1.2000587226443555
chr2B	28835840	29884416	28835840	0.5073953923030302	1.0733172440249266	1.0208218227918207
chr2B	29360128	30408704	29360128	0.6953528761011183	1.3871590454682898	1.363221161802238
chr2B	29884416	30932992	29884416	0.03973606322830983	0.8476159477824455	0.8525507812058153
chr2B	30408704	31457280	30408704	0.0728035072941546	1.156141754302433	1.1158624447688728
chr2B	30932992	31981568	30932992	0.007188893440276108	0.36028863107303466	0.34746888541914545
chr2B	31457280	32505856	31457280	0.024614633528257608	0.9731031824303678	0.9129050784121473
chr2B	31981568	33030144	31981568	0.06623237608061816	1.0908814355833305	1.1581236472781613
chr2B	32505856	33554432	32505856	0.39731839043134154	1.5381959477974945	1.5633254618073993
chr2B	33030144	34078720	33030144	0.34026408702988536	1.5222633547399842	1.5321170353903024
chr2B	33554432	34603008	33554432	0.20455756752179594	1.2914374086551312	1.359769885940005
chr2B	34078720	35127296	34078720	0.5484619569178237	1.2166030958143834	1.0486730969161684
chr2B	34603008	35651584	34603008	0.12323420411186005	1.196231320448643	1.1265658758547479
chr2B	35127296	36175872	35127296	0.5346493806202384	1.4267988997905094	1.3611411627653047
chr2B	35651584	36700160	35651584	0.2688333349539714	0.37942469904753373	0.4451536630570757
chr2B	36175872	37224448	36175872	0.011598677134703705	0.6945297602761225	0.5989799793096926
chr2B	36700160	37748736	36700160	0.04626610229935616	1.143289971499402	1.184659650492949
chr2B	37224448	37844112	37224448	0.2417072616202476	0.533695639578018	0.7263097705730515
chr2B	37748736	37844112	37748736	0.0036913963714680278	0.006708130083663888	0.009008393228467138
chr3	33968921	33975695	33030144	8.423985290035271e-05	0.00019911117091742092	0.00018678351611101096
chr3	33968921	33975695	33554432	0.00010962998442636322	0.00013425859687365982	0.00017008455213007867
chr3	96454034	96463132	95420416	2.2326153497437882e-06	4.173402283647043e-06	6.9135878880688395e-06
chr3	96454034	96463132	95944704	5.720900025762565e-06	1.4666606934610193e-05	2.1534295397862557e-05
chr5	66179567	66193491	65536000	7.825672685580051e-05	0.0010581195637018315	0.0009271080653587838
chr5	66179567	66193491	66060288	2.1895816332152666e-05	0.0011190401628585755	0.0008136052737970356
chr5	133346654	133358222	132644864	0.00010850060948143924	0.00014642593290425943	0.0005095782812631899
chr5	133346654	133358222	133169152	7.420952288835996e-05	0.002143954165900186	0.0019289229458612223
chr7	63963136	65011712	63963136	0.04697827009756784	1.0381405697840518	1.0224881325103303
chr7	64487424	65536000	64487424	0.006217134978141271	0.27817483879909655	0.25398159324022107
chr7	65011712	66060288	65011712	0.02408313920048716	0.4129194328016381	0.36460886291771066
chr7	65536000	66584576	65536000	0.21954872184913585	1.5120212656931729	1.520270773560843
chr7	66060288	67108864	66060288	0.1849550399404536	1.0528992372894395	1.0941420559599608
chr7	66584576	67633152	66584576	0.632100298630832	1.325122509155776	1.2463720685322333
chr8	52827958	52832206	51904512	3.584232263039462e-06	1.109889090789018e-05	2.6884340399768725e-05
chr8	52827958	52832206	52428800	9.871465615569142e-06	0.00013638883441646765	0.00015979629375451054
chr9	58797266	58828434	58720256	3.589792266196012e-05	0.0002410006720143798	0.0006656372512692244
chr9	105480033	105506600	104857600	0.01264687212346624	0.02994566071976723	0.032282565553613085
chr9	105480033	105506600	105381888	0.007680324035183456	0.015421611983480021	0.017279103825011854
chrX	28307966	28405171	27787264	0.0002371466171928118	0.019827069594388735	0.021862718776202383
